scientific_name,common_name,scientific_name_avibase8.17,common_name_avibase8.17,order_avibase8.17,family_avibase8.17,status_CA_avibase8.17,status_NAM_avibase8.17,status_NaN_avibase8.17,status_US48_avibase8.17,status_USak_avibase8.17,regions_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,status_CA_US48_USak,L1_ca.conus.data,AOU_bbs2024.combo,scientific_name_clements2024.combo,common_name_clements2024.combo
Setophaga castanea,Bay-breasted Warbler,Setophaga castanea,Bay-breasted Warbler,PASSERIFORMES,Parulidae,NA,NA,Rare/Accidental,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak,yes,6600,Bay-breasted Warbler,Passeriformes,Parulidae,Setophaga castanea,yes,Bay-breasted Warbler,Setophaga castanea,Canada and northeastern USA; winters Panama and northwestern South America,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6600,Setophaga castanea,Bay-breasted Warbler
Setophaga cerulea,Cerulean Warbler,Setophaga cerulea,Cerulean Warbler,PASSERIFORMES,Parulidae,Near-threatened,Near-threatened,Near-threatened,Near-threatened,NA,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48,yes,6580,Cerulean Warbler,Passeriformes,Parulidae,Setophaga cerulea,yes,Cerulean Warbler,Setophaga cerulea,eastern North America; winters mountains of Colombia to Venezuela and southward in Andes to western Bolivia,Parulidae (New World Warblers),Passeriformes,yes,Near-threatened; Near-threatened,yes,6580,Setophaga cerulea,Cerulean Warbler
Setophaga chrysoparia,Golden-cheeked Warbler,Setophaga chrysoparia,Golden-cheeked Warbler,PASSERIFORMES,Parulidae,NA,Endangered,NA,Breeding endemic Endangered,NA,CAM; CAR; hol; NAM; nea; US48,yes,6660,Golden-cheeked Warbler,Passeriformes,Parulidae,Setophaga chrysoparia,yes,Golden-cheeked Warbler,Setophaga chrysoparia,Texas (Edwards Plateau); winters to Nicaragua,Parulidae (New World Warblers),Passeriformes,yes,Breeding endemic Endangered,yes,6660,Setophaga chrysoparia,Golden-cheeked Warbler
Setophaga citrina,Hooded Warbler,Setophaga citrina,Hooded Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; XX,yes,6840,Hooded Warbler,Passeriformes,Parulidae,Setophaga citrina,yes,Hooded Warbler,Setophaga citrina,eastern USA; winters Mexico to Panama,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6840,Setophaga citrina,Hooded Warbler
Setophaga coronata,Yellow-rumped Warbler; (unid. Myrtle/Audubon's) Yellow-rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX,yes,6556,(unid. Myrtle / Audubon's) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga coronata,yes,Yellow-rumped Warbler,Setophaga coronata,NA,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,36550,Setophaga coronata,Yellow-rumped Warbler
Setophaga coronata auduboni,Yellow-rumped Warbler (Audubon's); (Audubon's Warbler) Yellow-rumped Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,6560,(Audubon's Warbler) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga coronata audoboni,yes,Yellow-rumped Warbler (Audubon's),Setophaga coronata auduboni,southwestern Canada and western USA; winters to western Honduras,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,36550,Setophaga coronata,Yellow-rumped Warbler
Setophaga coronata coronata,Yellow-rumped Warbler (Myrtle); (Myrtle Warbler) Yellow-rumped Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,6550,(Myrtle Warbler) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga coronata coronata,yes,Yellow-rumped Warbler (Myrtle),Setophaga coronata coronata,"northern Alaska, Canada, and northern USA; winters to Panama and West Indies",Parulidae (New World Warblers),Passeriformes,yes,NA,yes,36550,Setophaga coronata,Yellow-rumped Warbler
Setophaga discolor,Prairie Warbler,Setophaga discolor,Prairie Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX,yes,6730,Prairie Warbler,Passeriformes,Parulidae,Setophaga discolor,yes,Prairie Warbler,Setophaga discolor,NA,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6730,Setophaga discolor,Prairie Warbler
Setophaga dominica,Yellow-throated Warbler,Setophaga dominica,Yellow-throated Warbler,PASSERIFORMES,Parulidae,Rare/Accidental,NA,Rare/Accidental,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak; XX,yes,6630,Yellow-throated Warbler,Passeriformes,Parulidae,Setophaga dominica,yes,Yellow-throated Warbler,Setophaga dominica,NA,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes,6630,Setophaga dominica,Yellow-throated Warbler
Setophaga fusca,Blackburnian Warbler,Setophaga fusca,Blackburnian Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak,yes,6620,Blackburnian Warbler,Passeriformes,Parulidae,Setophaga fusca,yes,Blackburnian Warbler,Setophaga fusca,eastern North America; winters Costa Rica to Bolivia,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6620,Setophaga fusca,Blackburnian Warbler
Setophaga graciae,Grace's Warbler,Setophaga graciae,Grace's Warbler,PASSERIFORMES,Parulidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,6640,Grace's Warbler,Passeriformes,Parulidae,Setophaga graciae,yes,Grace's Warbler,Setophaga graciae,NA,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6640,Setophaga graciae,Grace's Warbler
Setophaga kirtlandii,Kirtland's Warbler,Setophaga kirtlandii,Kirtland's Warbler,PASSERIFORMES,Parulidae,Rare/Accidental Near-threatened,Near-threatened,NA,Near-threatened,NA,CA; CAR; hol; NAM; nea; US48,yes,6700,Kirtland's Warbler,Passeriformes,Parulidae,Setophaga kirtlandii,yes,Kirtland's Warbler,Setophaga kirtlandii,jack-pine area of Michigan; winters in Bahamas,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental Near-threatened; Near-threatened,yes,6700,Setophaga kirtlandii,Kirtland's Warbler
Setophaga magnolia,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,PASSERIFORMES,Parulidae,NA,NA,Rare/Accidental,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak,yes,6570,Magnolia Warbler,Passeriformes,Parulidae,Setophaga magnolia,yes,Magnolia Warbler,Setophaga magnolia,eastern North America; winters to Panama and West Indies,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6570,Setophaga magnolia,Magnolia Warbler
Setophaga nigrescens,Black-throated Gray Warbler,Setophaga nigrescens,Black-throated Gray Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; hol; NAM; nea; US48; USak,yes,6650,Black-throated Gray Warbler,Passeriformes,Parulidae,Setophaga nigrescens,yes,Black-throated Gray Warbler,Setophaga nigrescens,NA,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6650,Setophaga nigrescens,Black-throated Gray Warbler
Setophaga occidentalis,Hermit Warbler,Setophaga occidentalis,Hermit Warbler,PASSERIFORMES,Parulidae,Rare/Accidental,NA,NA,Breeding endemic,NA,CA; CAM; hol; NAM; nea; US48,yes,6690,Hermit Warbler,Passeriformes,Parulidae,Setophaga occidentalis,yes,Hermit Warbler,Setophaga occidentalis,mountains of western USA; winters to Nicaragua,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental; Breeding endemic,yes,6690,Setophaga occidentalis,Hermit Warbler
Setophaga palmarum,Palm Warbler,Setophaga palmarum,Palm Warbler,PASSERIFORMES,Parulidae,NA,NA,Rare/Accidental,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; XX,yes,6720,Palm Warbler,Passeriformes,Parulidae,Setophaga palmarum,yes,Palm Warbler,Setophaga palmarum,NA,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6720,Setophaga palmarum,Palm Warbler
Setophaga pensylvanica,Chestnut-sided Warbler,Setophaga pensylvanica,Chestnut-sided Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak,yes,6590,Chestnut-sided Warbler,Passeriformes,Parulidae,Setophaga pensylvanica,yes,Chestnut-sided Warbler,Setophaga pensylvanica,eastern North America; winters Guatemala to Panama (casual northern South America),Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6590,Setophaga pensylvanica,Chestnut-sided Warbler
Setophaga petechia,Yellow Warbler,Setophaga petechia,Yellow Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX,yes,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga petechia,yes,Yellow Warbler,Setophaga petechia,NA,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6520,Setophaga petechia,Yellow Warbler
Setophaga pinus,Pine Warbler,Setophaga pinus,Pine Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; SAM; US48,yes,6710,Pine Warbler,Passeriformes,Parulidae,Setophaga pinus,yes,Pine Warbler,Setophaga pinus,NA,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6710,Setophaga pinus,Pine Warbler
Setophaga pitiayumi,Tropical Parula,Setophaga pitiayumi,Tropical Parula,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; SAM; TT; US48,yes,6490,Tropical Parula,Passeriformes,Parulidae,Setophaga pitiayumi,yes,Tropical Parula,Setophaga pitiayumi,NA,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6490,Setophaga pitiayumi,Tropical Parula
Setophaga ruticilla,American Redstart,Setophaga ruticilla,American Redstart,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX,yes,6870,American Redstart,Passeriformes,Parulidae,Setophaga ruticilla,yes,American Redstart,Setophaga ruticilla,Alaska to southern USA; winters southern USA to northern South America and West Indies,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6870,Setophaga ruticilla,American Redstart
Setophaga striata,Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,PASSERIFORMES,Parulidae,Near-threatened,Near-threatened,Near-threatened,Near-threatened,Near-threatened,AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX,yes,6610,Blackpoll Warbler,Passeriformes,Parulidae,Setophaga striata,yes,Blackpoll Warbler,Setophaga striata,Alaska and Canada; winters Colombia to Peru and western Amazonian Brazil,Parulidae (New World Warblers),Passeriformes,yes,Near-threatened; Near-threatened; Near-threatened,yes,6610,Setophaga striata,Blackpoll Warbler
Setophaga tigrina,Cape May Warbler,Setophaga tigrina,Cape May Warbler,PASSERIFORMES,Parulidae,NA,NA,Rare/Accidental,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX,yes,6500,Cape May Warbler,Passeriformes,Parulidae,Setophaga tigrina,yes,Cape May Warbler,Setophaga tigrina,Canada and northeastern USA; winters mainly West Indies,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6500,Setophaga tigrina,Cape May Warbler
Setophaga townsendi,Townsend's Warbler,Setophaga townsendi,Townsend's Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak,yes,6680,Townsend's Warbler,Passeriformes,Parulidae,Setophaga townsendi,yes,Townsend's Warbler,Setophaga townsendi,coniferous forest of western North America; winters to Costa Rica,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6680,Setophaga townsendi,Townsend's Warbler
Setophaga townsendi x occidentalis,Townsend's x Hermit Warbler (hybrid); hybrid Townsend's Warbler x Hermit Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,6686,hybrid Townsend's Warbler x Hermit Warbler,Passeriformes,Parulidae,Setophaga townsendi x occidentalis,yes,Townsend's x Hermit Warbler (hybrid),Setophaga townsendi x occidentalis,NA,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6686,Setophaga townsendi x occidentalis,Townsend's x Hermit Warbler (hybrid)
Setophaga townsendi/occidentalis,Townsend's/Hermit Warbler; unid. Townsend's Warbler/Hermit Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,6685,unid. Townsend's Warbler / Hermit Warbler,Passeriformes,Parulidae,Setophaga townsendi / occidentalis,yes,Townsend's/Hermit Warbler,Setophaga townsendi/occidentalis,NA,Parulidae (New World Warblers),Passeriformes,yes,NA,yes,6685,Setophaga townsendi/occidentalis,Townsend's/Hermit Warbler
Setophaga virens,Black-throated Green Warbler,Setophaga virens,Black-throated Green Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX,yes,6670,Black-throated Green Warbler,Passeriformes,Parulidae,Setophaga virens,yes,Black-throated Green Warbler,Setophaga virens,NA,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6670,Setophaga virens,Black-throated Green Warbler
Sialia currucoides,Mountain Bluebird,Sialia currucoides,Mountain Bluebird,PASSERIFORMES,Turdidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; hol; NAM; nea; US48; USak,yes,7680,Mountain Bluebird,Passeriformes,Turdidae,Sialia currucoides,yes,Mountain Bluebird,Sialia currucoides,western North America (Alaska to central Mexico); winters to Baja California,Turdidae (Thrushes and Allies),Passeriformes,yes,Rare/Accidental,yes,7680,Sialia currucoides,Mountain Bluebird
Sialia mexicana,Western Bluebird,Sialia mexicana,Western Bluebird,PASSERIFORMES,Turdidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,7670,Western Bluebird,Passeriformes,Turdidae,Sialia mexicana,yes,Western Bluebird,Sialia mexicana,NA,Turdidae (Thrushes and Allies),Passeriformes,yes,NA,yes,7670,Sialia mexicana,Western Bluebird
Sialia sialis,Eastern Bluebird,Sialia sialis,Eastern Bluebird,PASSERIFORMES,Turdidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; US48,yes,7660,Eastern Bluebird,Passeriformes,Turdidae,Sialia sialis,yes,Eastern Bluebird,Sialia sialis,NA,Turdidae (Thrushes and Allies),Passeriformes,yes,NA,yes,7660,Sialia sialis,Eastern Bluebird
Sitta canadensis,Red-breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,PASSERIFORMES,Sittidae,NA,NA,NA,NA,NA,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; XX,yes,7280,Red-breasted Nuthatch,Passeriformes,Sittidae,Sitta canadensis,yes,Red-breasted Nuthatch,Sitta canadensis,coniferous forest of North America,Sittidae (Nuthatches),Passeriformes,yes,NA,yes,7280,Sitta canadensis,Red-breasted Nuthatch
Sitta carolinensis,White-breasted Nuthatch,Sitta carolinensis,White-breasted Nuthatch,PASSERIFORMES,Sittidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; US48,yes,7270,White-breasted Nuthatch,Passeriformes,Sittidae,Sitta carolinensis,yes,White-breasted Nuthatch,Sitta carolinensis,NA,Sittidae (Nuthatches),Passeriformes,yes,NA,yes,7270,Sitta carolinensis,White-breasted Nuthatch
Sitta pusilla,Brown-headed Nuthatch,Sitta pusilla,Brown-headed Nuthatch,PASSERIFORMES,Sittidae,NA,NA,NA,NA,NA,hol; NAM; nea; US48,yes,7290,Brown-headed Nuthatch,Passeriformes,Sittidae,Sitta pusilla,yes,Brown-headed Nuthatch,Sitta pusilla,pine forest of southeastern USA,Sittidae (Nuthatches),Passeriformes,yes,NA,yes,7290,Sitta pusilla,Brown-headed Nuthatch
Sitta pygmaea,Pygmy Nuthatch,Sitta pygmaea,Pygmy Nuthatch,PASSERIFORMES,Sittidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,7300,Pygmy Nuthatch,Passeriformes,Sittidae,Sitta pygmaea,yes,Pygmy Nuthatch,Sitta pygmaea,NA,Sittidae (Nuthatches),Passeriformes,yes,NA,yes,7300,Sitta pygmaea,Pygmy Nuthatch
Somateria fischeri,Spectacled Eider,Somateria fischeri,Spectacled Eider,ANSERIFORMES,Anatidae,Rare/Accidental Near-threatened,Near-threatened,NA,NA,Near-threatened,ASI; CA; EUR; hol; NAM; nea; pal; USak,yes,1580,Spectacled Eider,Anseriformes,Anatidae,Somateria fischeri,yes,Spectacled Eider,Somateria fischeri,"breeds north-central and northeastern Siberia from Lena Delta to Chukotka, and western and northern Alaska in Yukon Delta and Arctic Coastal Plain; winters polynyas (ice-free seas) between St. Lawrence and St. Matthew islands (northern Bering Sea)","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Rare/Accidental Near-threatened; Near-threatened,yes,1580,Somateria fischeri,Spectacled Eider
Somateria mollissima,Common Eider,Somateria mollissima,Common Eider,ANSERIFORMES,Anatidae,Near-threatened,Near-threatened,NA,Near-threatened,Near-threatened,AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; oat; pal; US48; USak; XX,yes,1590,Common Eider,Anseriformes,Anatidae,Somateria mollissima,yes,Common Eider,Somateria mollissima,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Near-threatened; Near-threatened; Near-threatened,yes,1590,Somateria mollissima,Common Eider
Somateria spectabilis,King Eider,Somateria spectabilis,King Eider,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,ASI; CA; EUR; hol; NAM; nea; pal; US48; USak; XX,yes,1620,King Eider,Anseriformes,Anatidae,Somateria spectabilis,yes,King Eider,Somateria spectabilis,"breeds coastal northern and central Greenland, Svalbard (north of Norway), Russia from east of the White Sea to Chukotka (northeastern Russia); Arctic Coastal Plain of Alaska, northern slope of Canada and associated arctic islands; winters to Kamchatka (southeastern Russia) and Aleutian Islands, Newfoundland (southeastern Canada), southern Greenland, Iceland, and northern Norway","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1620,Somateria spectabilis,King Eider
Spatula clypeata,Northern Shoveler,Spatula clypeata,Northern Shoveler,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,1420,Northern Shoveler,Anseriformes,Anatidae,Spatula clypeata,yes,Northern Shoveler,Spatula clypeata,"breeds Holarctic (except Arctic); winters through eastern Africa, southern Asia, and Central America","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1420,Spatula clypeata,Northern Shoveler
Spatula cyanoptera,Cinnamon Teal,Spatula cyanoptera,Cinnamon Teal,ANSERIFORMES,Anatidae,NA,NA,Rare/Accidental,NA,Rare/Accidental,AFR; CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi,yes,1410,Cinnamon Teal,Anseriformes,Anatidae,Spatula cyanoptera,yes,Cinnamon Teal,Spatula cyanoptera,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Rare/Accidental,yes,1410,Spatula cyanoptera,Cinnamon Teal
Spatula discors,Blue-winged Teal,Spatula discors,Blue-winged Teal,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,1400,Blue-winged Teal,Anseriformes,Anatidae,Spatula discors,yes,Blue-winged Teal,Spatula discors,"breeds North America (except Arctic and western Alaska), mostly in central prairie regions; winters northern Mexico to Caribbean and coastal northern South America","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1400,Spatula discors,Blue-winged Teal
Sphyrapicus nuchalis,Red-naped Sapsucker,Sphyrapicus nuchalis,Red-naped Sapsucker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,4021,Red-naped Sapsucker,Piciformes,Picidae,Sphyrapicus nuchalis,yes,Red-naped Sapsucker,Sphyrapicus nuchalis,southwestern Canada to southwestern USA; winters to northern Mexico and southern Baja California,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4021,Sphyrapicus nuchalis,Red-naped Sapsucker
Sphyrapicus ruber,Red-breasted Sapsucker,Sphyrapicus ruber,Red-breasted Sapsucker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48; USak,yes,4030,Red-breasted Sapsucker,Piciformes,Picidae,Sphyrapicus ruber,yes,Red-breasted Sapsucker,Sphyrapicus ruber,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4030,Sphyrapicus ruber,Red-breasted Sapsucker
Sphyrapicus sp.,sapsucker sp.; unid. sapsucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4022,unid. sapsucker,Piciformes,Picidae,Sphyrapicus sp.,yes,sapsucker sp.,Sphyrapicus sp.,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4022,Sphyrapicus sp.,sapsucker sp.
Sphyrapicus thyroideus,Williamson's Sapsucker,Sphyrapicus thyroideus,Williamson's Sapsucker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,4040,Williamson's Sapsucker,Piciformes,Picidae,Sphyrapicus thyroideus,yes,Williamson's Sapsucker,Sphyrapicus thyroideus,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4040,Sphyrapicus thyroideus,Williamson's Sapsucker
Sphyrapicus varius,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,PICIFORMES,Picidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak,yes,4020,Yellow-bellied Sapsucker,Piciformes,Picidae,Sphyrapicus varius,yes,Yellow-bellied Sapsucker,Sphyrapicus varius,"breeds southeastern Alaska and Yukon across Canada to Newfoundland and south in USA in northern tier of states from North Dakota east, and farther south in the Appalachian Mountains; winters southeastern USA to Panama",Picidae (Woodpeckers),Piciformes,yes,Rare/Accidental,yes,4020,Sphyrapicus varius,Yellow-bellied Sapsucker
Spilopelia chinensis; Streptopelia chinensis,Spotted Dove,Spilopelia chinensis,Spotted Dove,COLUMBIFORMES,Columbidae,NA,Introduced species,NA,Introduced species,NA,AFR; ASI; AUS; CAM; CAR; hol; MID; NAM; nea; OCE; PAC; pal; US48; UShi,yes,3151,Spotted Dove,Columbiformes,Columbidae,Streptopelia chinensis,yes,Spotted Dove,Spilopelia chinensis,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Introduced species,yes,3151,Spilopelia chinensis,Spotted Dove
Spinus lawrencei,Lawrence's Goldfinch,Spinus lawrencei,Lawrence's Goldfinch,PASSERIFORMES,Fringillidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,5310,Lawrence's Goldfinch,Passeriformes,Fringillidae,Spinus lawrencei,yes,Lawrence's Goldfinch,Spinus lawrencei,southern California and northwestern Baja; winters to Texas and northern Sonora,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,NA,yes,5310,Spinus lawrencei,Lawrence's Goldfinch
Spinus pinus,Pine Siskin,Spinus pinus,Pine Siskin,PASSERIFORMES,Fringillidae,NA,NA,NA,NA,NA,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,5330,Pine Siskin,Passeriformes,Fringillidae,Spinus pinus,yes,Pine Siskin,Spinus pinus,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,NA,yes,5330,Spinus pinus,Pine Siskin
